,Sector,industry,Market Cap,Enterprise Value,Shares Outstanding,PEG Ratio,Price/Book,Price/Sales,Forward P/E,Trailing P/E,Quarterly Revenue Growth,Average Dividend Yield,Held by Insiders,Held by Institutions,Gross Profit,EBITDA,EBIT_Q,EBIT_Y,Quarterly Earnings Growth,Total Cash,Diluted EPS,Quarterly Cash Growth,Cash,Net Income Q,Net Income Y
AMC,Consumer Services,Movies/Entertainment,,,164300000.0,,,,,,-0.909,6.1,0.023,0.3724,918600000.0,-446700000.0,-478700000.0,234600000.0,,417900000.0,-34.818,-0.1608433734939759,417900000.0,-905800000.0,-149100000.0
AMCR,Consumer Durables,Miscellaneous manufacturing industries,,,1570000000.0,,,,,,-0.013999999999999999,,0.0021,0.3736,2540000000.0,1860000000.0,305000000.0,1190800000.0,2.0,757000000.0,0.3,0.019391327767304067,757000000.0,198000000.0,612200000.0
AEE,Public Utilities,Power Generation,,,247210000.0,,,,,,-0.016,2.9,0.0044,0.7664,2740000000.0,2450000000.0,526000000.0,1357000000.0,0.008,6000000.0,3.4,-0.25,6000000.0,367000000.0,828000000.0
AMRC,Basic Industries,Engineering & Construction,,,29870000.0,,,,,,0.332,,0.21989999999999998,0.685,168120000.0,106090000.0,25543000.0,49414000.0,1.255,45350000.0,1.0,0.08285380005252979,45351000.0,20002000.0,44436000.0
AMOV,Public Utilities,Telecommunications Equipment,,,3340000000.0,,,,,,0.047,3.3,0.0,0.0095,535610000000.0,,45066066000.0,143582753000.0,0.446,,0.4,-0.31911036416297145,35956872000.0,18861229000.0,67730891000.0
AMX,Public Utilities,Telecommunications Equipment,,,3340000000.0,,,,,,0.047,2.2,0.0,0.1104,535610000000.0,,45066066000.0,143582753000.0,0.446,,0.4,-0.31911036416297145,35956872000.0,18861229000.0,67730891000.0
AAT,Consumer Services,Real Estate Investment Trusts,,,60280000.0,,,,,,-0.138,2.8,0.0151,0.971,237300000.0,205710000.0,20323000.0,113685000.0,-0.608,155330000.0,0.6,0.06292983692714071,155327000.0,5038000.0,45718000.0
AXL,Capital Goods,Auto Parts:O.E.M.,,,113270000.0,,,,,,-0.157,,0.0166,0.9468000000000001,902600000.0,629300000.0,161300000.0,427400000.0,,542900000.0,-9.3,-0.39852233292287026,537300000.0,117200000.0,-484500000.0
ACC,Consumer Services,Real Estate Investment Trusts,,,137630000.0,,,,,,-0.11,4.1,0.0068000000000000005,1.0138,503280000.0,426860000.0,8235000.0,197157000.0,,44450000.0,0.5,0.4333301086711167,44449000.0,-19515000.0,84969000.0
AEO,Consumer Services,Clothing/Shoe/Accessory Stores,,,166180000.0,,,,,,-0.033,3.1,0.0698,1.2228,1520000000.0,147070000.0,102506000.0,318139000.0,-0.28,692360000.0,-1.2,-0.22967733178161231,692356000.0,58108000.0,191257000.0
AEL,Finance,Life Insurance,,,99220000.0,,,,,,0.24100000000000002,1.0,0.0183,1.1107,1970000000.0,1130000000.0,859465000.0,359914000.0,16.859,2660000000.0,9.4,0.10296163594733117,2656632000.0,667200000.0,246090000.0
AEL^A,,,,,,,,,,,,,,,,,,,,,,,,,
AEL^B,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,Finance,Finance: Consumer Services,,,805200000.0,,,,,,-0.2,1.5,0.001,0.8687999999999999,27320000000.0,,0.0,0.0,-0.389,33180000000.0,4.0,-0.20660395655546934,32726000000.0,1073000000.0,6759000000.0
AFG,Finance,Property-Casualty Insurers,7910000000.0,6270000000.0,86840000.0,,1.2,1.1,9.8,33.1,-0.019,1.6,0.20440000000000003,0.6420999999999999,1680000000.0,983000000.0,238000000.0,1286000000.0,0.11599999999999999,3950000000.0,2.7,0.3888065233506301,3747000000.0,164000000.0,897000000.0
AFGB,Finance,Property-Casualty Insurers,,,,,,,,,,,,,,,,,,,,,,,
AFGC,Finance,Property-Casualty Insurers,,,,,,,,,,,,,,,-52183.0,-137688.0,,,,0.0,10.0,-52183.0,637647.0
AFGD,Finance,Property-Casualty Insurers,,,,,,,,,,,,,1680000000.0,,241000000.0,1286000000.0,,,,0.6126718469814704,2698000000.0,177000000.0,897000000.0
AFGE,Finance,Property-Casualty Insurers,,,,,,,,,,,,,1300000000.0,,276000000.0,955000000.0,,,,0.09101868595539482,1810000000.0,210000000.0,475000000.0
AMH,Consumer Services,Real Estate Investment Trusts,9560000000.0,12070000000.0,315630000.0,,1.6,7.8,40.0,112.0,0.042,0.9,0.1421,0.8854000000000001,619390000.0,572890000.0,61477000.0,246893000.0,-0.026000000000000002,315810000.0,0.2,8.865916900968447,315808000.0,36334000.0,141039000.0
AMH^D,,,,,,,,,,,,,,,,,,,,,,,,,
AMH^E,,,,,,,,,,,,,,,,,,,,,,,,,
AMH^F,,,,,,,,,,,,,,,,,,,,,,,,,
AMH^G,,,,,,,,,,,,,,,,,,,,,,,,,
AMH^H,,,,,,,,,,,,,,,,,,,,,,,,,
AIG,Finance,Property-Casualty Insurers,34700000000.0,70230000000.0,861530000.0,0.4,0.5,0.7,9.2,6.0,-0.221,2.6,0.0005,0.9227,15380000000.0,9060000000.0,870000000.0,7061000000.0,-0.561,23630000000.0,-5.7,-0.0636737089201878,3191000000.0,288000000.0,3348000000.0
AIG.WS,,,,,,,,,,,,,,,,,,,,,,,,,
AIG^A,,,,,,,,,,,,,,,,,,,,,,,,,
ARL,Finance,Real Estate,146850000.0,566010000.0,16000000.0,,0.5,3.0,,43.7,0.04,,0.0351,0.9197,19960000.0,296.0,-2450000.0,-13721000.0,,32990000.000000004,0.5,-0.22314594569134028,32986000.0,7987000.0,-15958000.0
ARA,Health Care,Misc Health and Biotechnology Services,396210000.0,991950000.0,34540000.0,,,0.4,,,-0.008,,0.0915,0.8077,254500000.0,113520000.0,26694000.0,82667000.0,,126900000.0,-0.5,-0.039696611505122145,126737000.0,-2691000.0,-13790000.0
AWR,Public Utilities,Water Supply,2990000000.0,3520000000.0,36890000.0,7.0,4.7,6.2,34.0,36.1,-0.006,1.7,0.0102,0.7378,258269999.99999997,165120000.0,40272000.0,128372000.0,-0.053,8130000.000000001,2.2,0.2510775862068966,8127000.0,26530000.0,84342000.0
AMT,Consumer Services,Real Estate Investment Trusts,97680000000.0,127750000000.0,444210000.0,2.0,26.1,12.5,39.2,51.9,0.03,1.7,0.0027,0.9309000000000001,5360000000.0,4900000000.0,802700000.0,2864400000.0,-0.069,1630000000.0,4.2,-0.20219812570531379,1626000000.0,464400000.0,1887800000.0
AVD,Basic Industries,Agricultural Chemicals,507320000.0,659390000.0,30290000.0,,1.4,1.1,30.5,45.2,-0.06,,0.1206,0.79,177350000.0,46400000.0,4483000.0,26221000.0,-0.07200000000000001,9580000.0,0.3,0.11406976744186047,9581000.0,2927000.0,13601000.0
AWK,Public Utilities,Water Supply,28460000000.0,38670000000.0,181270000.0,4.1,4.2,7.3,35.7,41.6,0.065,1.7,0.0025,0.8704999999999999,2069999999.9999998,1900000000.0,445000000.0,1220000000.0,0.1,578000000.0,3.6,-0.015817223198594025,560000000.0,264000000.0,621000000.0
AMWL,Miscellaneous,Business Services,6890000000.0,5810000000.0,199890000.0,,5.4,29.8,,,0.8,,0.17620000000000002,0.2451,68880000.0,-191400000.0,-64287000.0,-93210000.0,,1090000000.0,,3.11017426244655,956417000.0,-63081000.0,-87190000.0
ATA.U,,,,,,,,,,,,,,,,,,,,,,,,,
COLD,Consumer Services,Real Estate Investment Trusts,8600000000.0,10500000000.0,251700000.0,1.7,4.0,3.5,46.7,77.6,0.067,,0.003,1.0859,478150000.0,373100000.0,45336000.0,183504000.0,-0.5429999999999999,173910000.0,0.4,-0.4177845327726985,173913000.0,12374000.0,48162000.0
AMP,Finance,Investment Managers,24570000000.0,21840000000.0,117980000.0,2.1,4.0,2.2,10.9,14.6,-0.10099999999999999,2.5,0.002,0.8714,6330000000.0,3090000000.0,34000000.0,3038000000.0,,9680000000.0,14.2,-0.004543684278852395,7668000000.0,-140000000.0,1893000000.0
ABC,Health Care,Other Pharmaceuticals,21860000000.0,21380000000.0,204690000.0,1.5,5.5,0.1,12.7,13.9,0.079,1.7,0.2805,0.6712,5190000000.0,2470000000.0,577952000.0,2067735000.0,,4600000000.0,-16.6,0.34426326327262863,4597746000.0,-4846072000.0,-3408716000.0
AMN,Technology,Professional Services,3350000000.0,4290000000.0,47030000.0,1.8,4.1,1.4,21.0,38.0,-0.027999999999999997,,0.0095,1.006,743470000.0,268399999.99999997,39762000.0,184093000.0,0.109,58420000.0,1.8,0.35646782919636844,58419000.0,26067000.0,113988000.0
AMRX,Health Care,Major Pharmaceuticals,674660000.0,3350000000.0,147630000.0,,2.2,0.3,7.3,10.1,0.373,,0.1043,0.6986,496920000.0,379100000.0,36176000.0,19274000.0,,281980000.0,0.418,0.056867924386514015,281278000.0,-8975000.0,-361917000.0
AP,Capital Goods,Fluid Controls,134410000.0,153220000.0,18310000.0,,1.7,0.2,28.2,10.9,-0.16699999999999998,,0.2808,0.5277000000000001,71750000.0,24210000.0,-24000.0,4093000.0,,18280000.0,0.6,0.1515686027466297,18280000.0,968000.0,-20986000.0
APH,Capital Goods,Electrical Products,39410000000.0,41770000000.0,299160000.0,2.9,7.8,4.8,30.2,34.7,0.106,0.9,0.0148,0.9565,2620000000.0,1870000000.0,475800000.0,1639700000.0,0.237,1460000000.0,3.7,0.10261585034541644,1420500000.0,346600000.0,1155000000.0
AXR,Consumer Services,Newspapers/Magazines,58510000.0,48620000.0,7320000.0,,0.7,2.7,,,1.337,,0.5763,0.4138,-2029999.9999999998,66.0,1129000.0,-5030000.0,,15690000.0,-0.2,-0.08061870166393251,15692000.0,798000.0,-5903000.0
HKIB,Finance,Finance: Consumer Services,3990000000.0,3740000000.0,245610000.0,,1.8,9.1,,11.7,-0.155,,0.0,0.0431,1060000000.0,,0.0,0.0,0.375,,,0.0,716294155.0,301974867.0,938272885.0
AME,Capital Goods,Industrial Machinery/Components,27380000000.0,29050000000.0,230060000.0,2.7,4.8,5.9,27.3,31.4,-0.11699999999999999,0.6,0.0044,0.8844,1790000000.0,1300000000.0,265755000.0,1143980000.0,-0.073,1300000000.0,3.7,0.15372842016843874,1304838000.0,204581000.0,861297000.0
PLAN,Technology,Computer Software: Prepackaged Software,10270000000.0,10030000000.0,141890000.0,,37.0,23.5,,,0.285,,0.0739,1.0044,257250000.0,-132630000.0,-35873000.0,-147133000.0,,296800000.0,-1.0,-0.026543651236167323,296801000.0,-36792000.0,-149217000.0
DYFN,,,,,,,,,,,,,0.0281,0.0702,,,,,,,,,,,
FINS,,,258589999.99999997,,15230000.0,,0.9,12.8,,12.5,1.389,,0.10980000000000001,0.2521,13890000.0,,3116686.0,10570032.0,,258.5,,0.0,258501.0,-7464556.0,23182161.0
AU,Basic Industries,Precious Metals,9640000000.0,11230000000.0,416000000.0,,3.2,2.4,5.3,15.7,0.264,,0.0,0.3215,903000000.0,1540000000.0,336000000.0,628000000.0,2.877,1290000000.0,0.7,-0.3090909090909091,1292000000.0,252000000.0,-12000000.0
BUD,Consumer Non-Durables,Beverages (Production/Distribution),135910000000.0,223460000000.0,1970000000.0,7.0,2.2,2.8,20.1,9.8,-0.027000000000000003,3.4,0.0001,0.046799999999999994,31970000000.0,16309999999.999998,3733000000.0,16154000000.0,-0.654,25120000000.0,-0.3,,,1039000000.0,9171000000.0
NLY,Consumer Services,Real Estate Investment Trusts,11590000000.0,,1400000000.0,,0.9,,7.4,,,10.8,0.0043,0.4778,-453030000.0,,0.0,0.0,,317800000.0,-0.4,-0.04683820981456636,214551000.0,1015674000.0,-2162865000.0
NLY^F,,,,,,,,,,,,,,,,,,,,,,,,,
NLY^G,,,,,,,,,,,,,,,,,,,,,,,,,
NLY^I,,,,,,,,,,,,,,,,,,,,,,,,,
AM,Public Utilities,Natural Gas Distribution,4040000000.0,7160000000.0,476640000.0,,1.6,4.0,12.8,,-0.079,,0.3298,0.5426,653780000.0,727100000.0,152764000.0,377543000.0,,2390000.0,-0.7,-0.20153486820153488,2393000.0,105507000.0,-355114000.0
AR,Energy,Oil & Gas Production,1610000000.0,7430000000.0,268670000.0,,0.2,0.5,5.2,,-0.009000000000000001,,0.1253,0.8367,1820000000.0,-97780000.0,-752863000.0,-951286000.0,,,-6.4,,,-535613000.0,-340129000.0
ANTM,Health Care,Medical Specialities,81180000000.0,98040000000.0,248700000.0,1.1,2.3,0.7,12.8,16.8,0.168,1.3,0.0017000000000000001,0.9398000000000001,22430000000.0,9290000000.0,1818000000.0,6732000000.0,-0.812,29770000000.0,19.3,-0.33908427339084274,3984000000.0,222000000.0,4807000000.0
ANH,Consumer Services,Real Estate Investment Trusts,254040000.0,,99240000.0,,0.8,,21.6,,,13.3,0.0199,0.48960000000000004,-42140000.0,,0.0,0.0,,76740000.0,-1.076,0.2786363020197912,37730000.0,21869000.0,-55419000.0
ANH^A,,,,,,,,,,,,,,,,,,,,,,,,,
ANH^B,,,,,,,,,,,,,,,,,,,,,,,,,
ANH^C,,,,,,,,,,,,,,,,,,,,,,,,,
AON,Finance,Specialty Insurers,47540000000.0,41650000000.0,228620000.0,1.5,13.4,4.4,19.1,26.8,0.003,1.0,0.01,1.0834000000000001,5170000000.0,3620000000.0,488000000.0,2643000000.0,0.239,1170000000.0,7.7,0.10117447290222159,778200000.0,275000000.0,1532000000.0
AIRC,Consumer Services,Real Estate Investment Trusts,6000000000.0,10170000000.0,304480000.0,839.3,2.8,5.2,714.2,30.2,,3.4,0.0,0.0482,476600000.0,433700000.0,,132730000.0,,,,,,,62358000.0
AIV,Consumer Services,Real Estate Investment Trusts,756240000.0,4700000000.0,148870000.0,,0.3,1.0,,14.2,-0.063,,0.0077,0.9887,603880000.0,512400000.0,14046000.0,157576000.0,,228370000.0,1.275,-0.42679865866147265,228368000.0,-25007000.0,474083000.0
APG,Basic Industries,Engineering & Construction,3050000000.0,3880000000.0,180500000.0,,1.9,81.8,12.6,120.8,-0.14300000000000002,,0.18230000000000002,0.7603,792000000.0,-312000000.0,51000000.0,-644000000.0,1.25,467000000.0,,0.23872679045092837,467000000.0,27000000.0,-612000000.0
ARI,Consumer Services,Real Estate Investment Trusts,1610000000.0,,140300000.0,,0.7,7.6,8.5,50.0,0.863,11.6,0.0068000000000000005,0.7383,300010000.0,,0.0,0.0,0.696,451890000.0,0.2,-0.10044030256689213,438234000.0,49338000.0,230174000.0
APO,Finance,Investment Managers,10970000000.0,20480000000.0,228820000.0,,20.4,5.5,18.4,10.9,0.457,6.2,0.0932,0.7397,2830000000.0,,0.0,0.0,-0.25,2640000000.0,-0.7,0.6407294681943553,2644175000.0,272399000.0,843193000.0
APO^A,,,,,,,,,,,,,,,,,,,,,,,,,
APO^B,,,,,,,,,,,,,,,,,,,,,,,,,
AFT,,,224250000.0,,15570000.0,,0.9,6.6,,7.1,-0.222,7.3,0.0,0.4133,29410000.0,,4569921.0,23625305.0,,15630000.0,-1.0,0.0,15634376.0,-13265338.0,28067635.0
APSG,Finance,Business Services,1100000000.0,1100000000.0,81680000.0,,,,,,,,,,,,0.0,0.0,,,,,,-10000.0,-1853.0
APSG.U,,,,,,,,,,,,,,,,,,,,,,,,,
APSG.WS,,,,,,,,,,,,,,,,,,,,,,,,,
AIF,,,209440000.0,,14460000.0,,1.0,5.8,,6.2,-0.20600000000000002,8.5,0.0,0.4071,27780000.0,,4382874.0,22368344.0,,8890000.0,-1.1,0.0,8891651.0,-12994993.0,29254316.0
APLE,Consumer Services,Real Estate Investment Trusts,2940000000.0,4640000000.0,223270000.0,,0.9,3.8,17.5,14.6,-0.551,7.0,0.0667,0.6817,580770000.0,163940000.0,-22356000.0,237333000.0,,27440000.0,-0.4,-0.8246527888739047,27435000.0,-40948000.0,171917000.0
AIT,Consumer Durables,Industrial Specialties,3190000000.0,3800000000.0,38760000.0,,3.6,1.0,,164.3,-0.127,2.0,0.0127,0.9258,941640000.0,280880000.0,52237000.0,229109000.0,-0.10300000000000001,271060000.0,0.5,0.009342731920566298,271060000.0,34784000.0,24042000.0
ATR,Consumer Non-Durables,Plastic Products,8990000000.0,10010000000.0,64720000.0,2.6,5.1,3.2,32.5,44.0,0.083,1.3,0.0042,0.899,1040000000.0,568590000.0,101997000.0,396092000.0,0.12300000000000001,226550000.0,3.1,-0.08523920276512582,226546000.0,63716000.0,242202000.0
APTV,Capital Goods,Auto Parts:O.E.M.,35180000000.0,37480000000.0,270020000.0,3.0,4.7,2.7,32.5,19.9,0.031,1.2,0.004699999999999999,0.9998999999999999,2650000000.0,1420000000.0,376000000.0,1408000000.0,0.215,2120000000.0,6.5,0.12572944297082228,2122000000.0,299000000.0,990000000.0
APTV^A,,,,,,,,,,,,,,,,,,,,,,,,,
ARMK,Consumer Services,Restaurants,9650000000.0,16829999999.999998,253930000.0,,3.5,0.7,85.4,48.0,-0.319,1.2,0.0046,1.0325,1390000000.0,474080000.0,-93939000.0,-82619000.0,,2510000000.0,-1.8,0.038031982558728805,2509188000.0,-148590000.0,-461529000.0
ABR,Consumer Services,Real Estate Investment Trusts,1750000000.0,,123390000.0,,1.6,5.1,,15.4,0.305,9.0,0.0359,0.4154,351540000.0,,0.0,0.0,1.34,195750000.0,0.9,-0.4997058685727077,192204000.0,83885000.0,128628000.0
ABR^A,,,,,,,,,,,,,,,,,,,,,,,,,
ABR^B,,,,,,,,,,,,,,,,,,,,,,,,,
ABR^C,,,,,,,,,,,,,,,,,,,,,,,,,
ARC,Consumer Services,Professional Services,74130000.0,175770000.0,43860000.0,,0.5,0.2,,13.5,-0.231,,0.1916,0.46240000000000003,125170000.0,42850000.0,4722000.0,14768000.0,1.5959999999999999,50340000.0,0.13,-0.13843678869093462,50342000.0,2791000.0,3015000.0
MT,Basic Industries,Steel/Iron Ore,25320000000.0,32090000000.000004,1060000000.0,0.6,0.7,0.4,11.6,,-0.20199999999999999,,0.0,0.0449,3650000000.0,1920000000.0,162000000.0,895000000.0,,6620000000.0,-3.5,0.1753108348134991,6617000000.0,-261000000.0,-2454000000.0
MTCN,Basic Industries,Steel/Iron Ore,,,,,,,,,,,,,,,,,,,,,,,
ARCH,Energy,Coal Mining,614220000.0,788700000.0,15150000.0,,1.6,0.3,7.8,41.0,-0.38299999999999995,,0.0154,1.1525,421330000.0,52750000.0,-148829000.0,220762000.0,,219780000.0,-18.1,0.04421351535108184,156655000.0,-191467000.0,233799000.0
ADM,Consumer Non-Durables,Packaged Foods,29040000000.0,36480000000.0,556390000.0,2.2,1.5,0.4,15.0,18.5,-0.096,3.0,0.0039000000000000003,0.8212999999999999,4150000000.0000005,2610000000.0,413000000.0,1587000000.0,-0.447,980000000.0,2.8,-0.2119700748129676,948000000.0,225000000.0,1379000000.0
AROC,Public Utilities,Natural Gas Distribution,1430000000.0,3180000000.0,152930000.0,,1.5,1.5,14.6,5.9,-0.161,6.0,0.1607,0.7517,509250000.0,409820000.0,53518000.0,203436000.0,-0.102,1480000.0,-0.1,-0.3306122448979592,1476000.0,18332000.0,97330000.0
ARNC,,,3310000000.0,3920000000.0,109140000.0,,2.2,0.5,15.3,19.3,-0.21600000000000003,,0.0075,0.9469,1010000000.0,501000000.0,48000000.0,357000000.0,,802000000.0,1.5,0.34789915966386553,802000000.0,5000000.0,225000000.0
ARCO,Consumer Services,Restaurants,1060000000.0,2470000000.0,127270000.0,,6.7,0.4,51.5,70.8,-0.37799999999999995,,0.043,0.758,363070000.0,108610000.0,-4059000.0,162584000.0,,136510000.0,-0.6,0.11795778973489594,136506000.0,-29612000.0,79896000.0
ACA,Capital Goods,Metal Fabrications,2940000000.0,3010000000.0,48270000.0,5.2,1.5,1.5,25.4,25.4,0.10099999999999999,,0.006,0.9079,332400000.0,276400000.0,44600000.0,152900000.0,-0.046,189000000.0,2.4,0.27358490566037735,189000000.0,31200000.0,113300000.0
RCUS,Health Care,Major Pharmaceuticals,2000000000.0,1220000000.0,64920000.0,,3.5,19.2,,,35.874,,0.31989999999999996,0.653,-63480000.0,-86520000.0,1552000.0,-88709000.0,,782430000.0,-1.7,-0.22208741693988113,221849000.0,1822000.0,-84710000.0
ARD,Consumer Durables,Containers/Packaging,4230000000.0000005,9750000000.0,18660000.0,,,0.6,12.3,,0.042,,0.0,0.9129,1060000000.0,1110000000.0,154000000.0,503000000.0,,1230000000.0,6.2,-0.1505524861878453,1230000000.0,43000000.0,1458000000.0
ASC,Transportation,Marine Transportation,122160000.0,471020000.0,33290000.0,,0.3,0.4,5.0,7.5,-0.132,,0.0,0.8703,66640000.0,68090000.0,-2639058.0,16167265.0,,58220000.0,0.46,-0.2015560568573563,58217162.0,-6632997.0,-22861257.0
AFC,,,,,,,,,,,,,,,318690000.0,,31158000.0,235080000.0,,,,1.8566869741804468,59082000.0,-35335000.0,-521498000.0
ACRE,Consumer Services,Real Estate Investment Trusts,391610000.0,,33439999.999999996,,0.8,4.7,9.0,21.8,0.184,9.3,0.09519999999999999,0.5725,76330000.0,,0.0,0.0,0.652,81300000.0,0.5,0.1138284900050694,81295000.0,14928000.0,36991000.0
ARDC,,,327450000.0,,22910000.0,,1.0,17.0,,17.4,,,0.0,0.3831,,,,,,,,,,,
ARES,Finance,Investment Managers,6830000000.0,16469999999.999998,143830000.0,,8.0,4.0,21.4,76.4,0.05,4.6,0.3187,0.7001999999999999,614900000.0,253920000.0,101086000.0,322641000.0,0.426,1230000000.0,0.6,0.07444620528717216,1233937000.0,47545000.0,148884000.0
ARES^A,,,,,,,,,,,,,,,,,,,,,,,,,
AGX,Basic Industries,Engineering & Construction,720170000.0,276940000.0,15690000.0,,2.1,2.1,,,1.18,2.0,0.0499,0.8697,-10220000.0,8690000.0,10945000.0,-50945000.0,,443230000.0,0.4,-0.07638380436374285,353213000.0,9454000.0,-42689000.0
ARGD,Finance,Specialty Insurers,,,,,,,,,,,,,,,,,,,,,,,
ARGO,Finance,Specialty Insurers,1570000000.0,1970000000.0,34680000.0,,0.9,0.8,14.9,45.2,-0.008,1.9,0.0374,0.9561,495300000.0,-65700000.0,-10600000.0,39800000.0,,829100000.0,-4.6,0.6004262120404902,300400000.0,-29600000.0,-8400000.0
ARGO^A,,,,,,,,,,,,,,,,,,,,,,,,,
ANET,Technology,Computer Communications Equipment,23160000000.0,20390000000.0,75660000.0,2.7,7.5,10.9,31.2,34.2,-0.075,,0.28300000000000003,0.6524,1540000000.0,732810000.0,188395000.0,805774000.0,-0.19399999999999998,2850000000.0,8.9,0.21266036976587827,970349000.0,168375000.0,859867000.0
AAIC,Consumer Services,Real Estate Investment Trusts,132710000.00000001,,33430000.0,,0.6,3.5,19.4,9.1,,20.2,0.0286,0.36340000000000006,28760000.0,,0.0,0.0,,673580000.0,,-0.3702468785471056,8877000.0,4759000.0,13742000.0
AAIC^B,,,,,,,,,,,,,,,,,,,,,,,,,
AAIC^C,,,,,,,,,,,,,,,,,,,,,,,,,
AIC,Consumer Services,Real Estate Investment Trusts,,,,,,,,,,,,,,,,,,,,,,,
AIW,Consumer Services,Real Estate Investment Trusts,,,30350000.0,,,,,,,,,,28760000.0,,0.0,0.0,,673580000.0,-1.5,-0.3702468785471056,8877000.0,4759000.0,13742000.0
ARLO,Consumer Non-Durables,Consumer Electronics/Appliances,666280000.0,503070000.0,79040000.0,,4.6,1.7,,,0.039,,0.0278,0.742,35870000.0,-110600000.0,-17884000.0,-137558000.0,,193610000.0,-0.8,-0.06366489774786435,173619000.0,-17459000.0,-85951000.0
AHH,Finance,Real Estate,886490000.0,1930000000.0,57930000.0,,2.5,1.7,33.7,24.4,0.406,5.6,0.0187,0.8683,105800000.0,99610000.0,9811000.0,38463000.0,-0.10300000000000001,73700000.0,0.4,0.03663055269868553,73579000.0,10826000.0,32258000.0
AHH^A,,,,,,,,,,,,,,,,,,,,,,,,,
ARR,Consumer Services,Real Estate Investment Trusts,716560000.0,,64730000.00000001,,0.7,,8.0,,,13.4,0.0178,0.5721,-211430000.0,,0.0,0.0,,261500000.0,-3.2,0.6373827141160657,250942000.0,58386000.0,-249905000.0
ARR^C,,,,,,,,,,,,,,,,,,,,,,,,,
AFI,Consumer Non-Durables,Plastic Products,91910000.0,145410000.0,21630000.0,,0.4,0.1,,,-0.054000000000000006,,0.030299999999999997,0.7514,85300000.0,-7200000.0,-11500000.0,-59400000.0,,22200000.0,-2.57,-0.3489736070381232,22200000.0,-11700000.0,-58500000.0
AWI,Consumer Non-Durables,Plastic Products,3740000000.0,4320000000.0,47860000.0,,8.4,3.9,20.3,15.7,-0.111,,0.0126,1.1281,395100000.0,284700000.0,52600000.0,255100000.0,-0.262,138800000.0,-1.5,0.18531169940222034,138800000.0,54000000.0,214500000.0
ARW,Technology,Electronic Components,7880000000.0,9920000000.0,75550000.0,2.5,1.6,0.3,16.1,18.5,0.022000000000000002,,0.008100000000000001,0.9818000000000001,3300000000.0,954280000.0,245829000.0,835986000.0,0.802,227020000.0,5.7,0.10295489437783004,227019000.0,166060000.0,-204087000.0
AJG,Finance,Specialty Insurers,22330000000.0,26580000000.0,192320000.0,,3.8,3.2,24.2,29.1,0.011000000000000001,2.3,0.0103,0.8567,2280000000.0,1550000000.0,282800000.0,769300000.0,0.4,629900000.0,4.0,0.8012582213325707,629900000.0,176600000.0,668800000.0
APAM,Finance,Investment Managers,4059999999.9999995,4120000000.0,61430000.0,,27.9,3.3,11.0,17.2,0.147,7.9,0.047400000000000005,0.8712000000000001,399010000.0,332890000.0,97245000.0,285562000.0,0.419,230310000.0,2.9,0.17713833022411898,230313000.0,58527000.0,156536000.0
ASA,,,421870000.0,,19290000.0,,1.1,2.9,,3.0,-0.363,0.2,0.0023,0.4114,2370000.0,,-956002.0,-1111296.0,0.903,5810000.0,11.0,11.040170306526898,5814126.0,158461873.0,91431019.0
ASAN,Technology,Computer Software: Prepackaged Software,6150000000.0,6230000000.0,80300000.0,,221.9,30.3,,,0.547,,0.029300000000000003,0.45640000000000003,122720000.0,-147510000.0,-61934000.0,-119631000.0,,423860000.0,,-0.33834832343015536,297425000.0,-73289000.0,-118589000.0
ABG,Consumer Durables,Automotive Aftermarket,3120000000.0,5270000000.0,19290000.0,0.4,3.8,0.4,10.9,14.9,0.002,,0.0104,1.0815000000000001,1170000000.0,395400000.0,121100000.0,334700000.0,1.138,4099999.9999999995,10.8,-0.9933137638617091,4100000.0,96200000.0,184400000.0
ACND,Finance,Business Services,434700000.0,433750000.0,41400000.0,,,,,,,,0.0,0.4113,,,-134386.0,,,952.22,,,952223.0,-44918.0,
ACND.U,,,,,,,,,,,,,,,,,,,,,,,,,
ACND.WS,,,,,,,,,,,,,,,,,,,,,,,,,
ASX,Technology,Semiconductors,13620000000.0,21550000000.0,2130000000.0,,2.0,0.9,15.1,24.2,0.048,3.8,0.0,0.0441,64310000000.0,,9141093000.0,23526404000.0,0.171,,0.3,-0.041373502222983895,55813985000.0,6712720000.0,16849809000.0
ASGN,Technology,Professional Services,4740000000.0,5650000000.0,52900000.0,,3.0,1.1,18.7,25.6,0.009000000000000001,,0.039,0.9619,1130000000.0,404100000.0,80900000.0,315200000.0,-0.08900000000000001,229700000.0,3.4,0.10485810485810486,229700000.0,52300000.0,174700000.0
